K_T,SetA,SetB,SetA_r,SetB_r,AandB_r,AorB_r,IsSubmodularity,menos,,-0.2651
61-93-37-48,37-93-28-8,5.8323,6.0818,2.7725,9.2528,0,-0.1112,,,
93-28-33-6,6-32-37-93,6.8356,6.8729,4.4343,9.3181,0,-0.0439,,,
6-61-21-33,76-22-33-61,7.7476,4.3915,2.2542,9.843,1,0.0419,,,
15-37-61-21,21-48-2-8,7.6576,9.215,4.0963,12.6971,1,0.0792,,,
93-1-28-6,8-67-28-2,26.0907,6.4554,1.5497,28.5351,1,2.4613,,,
8-32-49-93,93-1-22-49,5.9817,25.2298,2.2738,25.9511,1,2.9866,,,
6-28-37-67,48-67-33-1,7.0951,25.8332,1.0999,29.154,1,2.6744,,,
2-48-1-15,21-32-8-22,26.6712,8.1624,0,30.0845,1,4.7491,,,
20-37-61-28,2-28-48-21,5.6493,8.9745,1.5412,12.3114,1,0.7712,,,
15-93-1-76,21-93-22-20,25.8499,7.302,1.0336,28.8827,1,3.2356,,,
28-1-61-22,18-1-33-20,26.2908,26.0026,22.8186,29.5092,0,-0.0344,,,
37-6-76-1,49-37-67-1,25.7692,25.1313,23.7628,27.0217,1,0.116,,,
48-61-6-33,61-49-28-1,7.3595,25.5133,1.1769,29.2508,1,2.4451,,,
22-20-67-37,18-37-1-93,5.0962,26.7483,1.6837,29.1246,1,1.0362,,,
37-61-67-6,6-33-21-2,6.5404,8.0586,3.3966,11.1668,1,0.0356,,,
1-67-8-22,48-21-8-22,25.3928,8.8197,2.9497,27.9887,1,3.2741,,,
48-49-1-6,15-6-33-37,25.7965,6.9006,3.3424,28.9046,1,0.4501,,,
28-33-6-32,49-93-15-21,7.2796,7.4936,0,12.9477,1,1.8255,,,
8-76-67-6,32-2-22-28,7.0926,6.4098,0,12.4916,1,1.0108,,,
21-6-8-61,37-28-32-33,8.3846,6.0094,0,13.2285,1,1.1655,,,
22-1-8-93,48-21-93-8,25.3049,8.8361,2.8792,28.74,1,2.5218,,,
61-1-37-48,21-6-49-1,26.5904,25.6798,22.8086,29.5202,0,-0.0586,,,
1-8-67-15,18-21-8-1,25.3631,26.8761,23.2818,29.0125,0,-0.0551,,,
93-49-1-8,48-37-18-15,24.5292,6.8084,0,30.3614,1,0.9762,,,
1-15-8-76,1-67-21-37,25.3684,26.5118,22.7632,29.0578,1,0.0592,,,
61-49-20-76,48-20-61-2,4.6743,6.1502,2.4908,8.4433,0,-0.1096,,,
76-61-20-6,2-22-61-18,6.4583,6.2877,1.2011,10.8499,1,0.695,,,
28-61-1-20,61-93-21-48,25.4041,8.1765,1.203,29.9238,1,2.4538,,,
48-2-1-28,18-6-8-61,26.9004,8.086,0,31.2665,1,3.7199,,,
37-8-33-2,37-49-21-76,6.3493,7.4963,1.7136,11.706,1,0.426,,,
8-21-93-20,22-48-18-67,7.9591,5.348,0,13.148,1,0.1591,,,
8-20-32-76,33-28-20-37,5.9956,5.4337,1.2334,9.9757,1,0.2202,,,
6-8-93-61,2-48-61-6,7.0609,7.6701,4.2227,10.4756,1,0.0327,,,
49-1-37-21,6-48-18-76,25.7631,8.0998,0,31.433,1,2.4299,,,
67-1-76-22,21-28-2-33,25.8967,8.1876,0,30.9189,1,3.1654,,,
61-21-49-37,33-37-1-67,7.4644,25.7853,1.7347,28.7785,1,2.7365,,,
48-76-20-6,67-32-6-93,7.4836,6.6941,3.2018,10.0679,1,0.908,,,
33-76-61-6,1-32-18-93,6.4571,26.0423,0,30.0144,1,2.485,,,
28-6-18-33,76-18-49-67,7.7337,5.3757,1.9556,11.1246,1,0.0292,,,
20-1-2-61,18-8-76-21,25.0082,8.8326,0,30.1056,1,3.7352,,,
2-21-32-20,37-8-21-15,7.7543,8.3355,4.0598,11.8072,1,0.2228,,,
49-76-1-32,32-48-8-28,24.4137,7.1781,1.9011,28.0286,1,1.6621,,,
20-28-2-61,76-49-2-8,5.726,6.1309,2.0072,9.7595,1,0.0902,,,
18-48-6-76,76-15-48-8,8.2878,6.133,3.04,11.1734,1,0.2074,,,
32-37-18-15,93-21-22-2,6.6617,7.6404,0,13.1894,1,1.1127,,,
20-2-21-48,20-6-1-37,8.4703,24.9587,1.2414,29.3777,1,2.8099,,,
21-28-20-15,67-28-93-18,8.0999,5.6014,1.5541,12.0186,1,0.1286,,,
28-15-49-6,28-2-37-93,7.2688,6.1796,1.5373,10.9715,1,0.9396,,,
93-15-21-48,48-28-22-67,8.2769,4.9117,1.969,11.1191,1,0.1005,,,
61-21-15-22,49-1-15-18,7.3331,26.1267,1.2641,29.8327,1,2.363,,,
93-20-61-21,15-33-49-28,7.5202,5.0809,0,12.3489,1,0.2522,,,
33-49-1-28,93-8-32-76,25.4979,5.8573,0,28.2868,1,3.0684,,,
28-33-61-21,1-6-93-76,7.6827,25.7106,0,30.794,1,2.5993,,,
93-22-33-76,28-49-76-67,4.2343,4.9299,1.0754,8.0844,1,0.0044,,,
18-37-20-48,37-21-32-20,6.8698,7.7317,2.9497,11.5453,1,0.1065,,,
48-8-76-67,37-93-61-1,5.2001,25.8665,0,29.3225,1,1.7441,,,
67-37-32-33,28-37-61-32,5.5943,6.2162,3.4225,8.2338,1,0.1542,,,
32-76-1-20,49-8-67-2,24.346,6.2047,0,27.1128,1,3.4379,,,
15-76-20-8,20-8-32-37,5.4274,6.4533,3.0875,8.7361,1,0.0571,,,
20-33-2-21,21-61-8-48,7.5605,8.808,4.0051,12.2409,1,0.1225,,,
6-20-21-48,61-49-48-28,8.7945,5.9498,1.9635,12.3192,1,0.4616,,,
37-32-8-48,33-1-21-67,7.1969,26.487,0,29.3282,1,4.3557,,,
37-76-28-18,21-37-67-33,6.286,7.2766,1.7276,11.8239,1,0.0111,,,
18-1-48-67,28-18-21-67,26.8425,8.585,3.0501,29.8108,1,2.5666,,,
32-37-67-21,18-8-48-1,7.6602,27.0152,0,30.2092,1,4.4662,,,
8-61-18-1,20-48-8-1,26.2221,25.2819,23.2261,28.28,0,-0.0021,,,
2-93-32-67,22-76-1-33,5.8666,25.8815,0,29.2894,1,2.4587,,,
76-28-8-61,22-28-76-61,5.5954,4.904,3.7769,6.713,1,0.0095,,,
8-15-48-28,1-33-8-48,6.6022,26.0394,3.8105,28.4453,1,0.3858,,,
32-37-61-28,32-49-61-8,6.1862,6.1419,3.1944,9.0826,1,0.0511,,,
6-33-2-61,28-18-33-22,6.8409,5.6277,1.0295,11.3634,1,0.0757,,,
2-48-61-33,20-67-61-93,6.1868,4.5483,1.2058,8.612,1,0.9173,,,
67-49-48-1,49-22-6-20,25.1654,6.7644,1.2387,27.4758,1,3.2153,,,
21-33-76-67,32-2-49-1,7.4261,24.4435,0,29.0739,1,2.7957,,,
32-2-1-33,21-18-2-37,25.0617,8.7622,2.0791,29.7013,1,2.0435,,,
20-37-67-32,76-37-22-49,5.7479,5.1477,1.7254,9.0038,1,0.1664,,,
49-32-67-28,22-33-21-76,5.7375,7.2403,0,12.3092,1,0.6686,,,
48-61-28-1,18-49-28-22,26.946,5.8262,1.523,30.3115,1,0.9377,,,
67-2-61-8,93-15-67-32,6.1849,5.3076,1.1041,10.1631,1,0.2253,,,
22-76-8-18,61-15-18-32,5.9779,6.3459,1.955,10.2498,1,0.119,,,
49-18-6-8,1-8-20-6,8.2818,24.4051,4.9766,26.6629,1,1.0474,,,
20-6-2-18,20-37-48-67,7.5977,5.219,1.2383,10.9479,1,0.6305,,,
93-22-33-67,28-2-18-61,4.2634,6.8544,0,10.9806,1,0.1372,,,
21-48-49-28,37-48-93-67,8.6877,4.9809,1.9714,11.1521,1,0.5451,,,
49-2-18-21,20-37-67-8,8.6463,5.816,0,13.5004,1,0.9619,,,
2-20-33-6,49-20-48-76,6.7939,5.5165,1.2383,10.9112,1,0.1609,,,
28-49-20-33,15-21-22-48,5.0414,8.3344,0,13.1485,1,0.2273,,,
18-61-76-32,21-48-20-61,6.0784,8.3402,1.2314,12.58,1,0.6072,,,
8-15-93-33,48-21-28-20,5.1889,8.5873,0,13.8021,0,-0.0259,,,
76-6-22-28,93-37-2-61,6.9243,5.8515,0,11.6075,1,1.1683,,,
1-18-15-32,6-22-28-15,26.1207,7.1085,1.2774,29.504,1,2.4478,,,
2-67-49-20,76-32-6-28,5.2911,7.191,0,11.8028,1,0.6793,,,
2-76-48-28,22-2-37-48,6.5699,6.7055,3.9393,9.219,1,0.1171,,,
93-8-33-76,61-15-37-20,4.9815,5.3601,0,10.2804,1,0.0612,,,
49-28-48-22,48-37-21-1,5.8456,27.2434,1.9638,30.0113,1,1.1139,,,
33-22-93-15,21-48-76-37,4.4267,8.3212,0,12.5343,1,0.2136,,,
48-2-15-93,76-6-61-37,6.3184,6.631,0,12.1496,1,0.7998,,,
49-2-15-76,61-18-48-21,5.5514,9.1478,0,13.9711,1,0.7281,,,
6-22-2-49,22-48-8-6,6.963,8.0443,4.4961,10.6018,0,-0.0906,,,
1-49-15-67,48-22-93-76,25.1922,5.1699,0,29.3154,1,1.0467,,,
18-61-32-15,1-33-21-2,6.3087,26.4427,0,30.8115,1,1.9399,,,
48-32-37-76,76-6-93-48,6.442,7.2624,3.0445,9.8458,1,0.8141,,,
20-8-93-33,93-37-2-61,5.1479,5.7589,1.0331,9.4984,1,0.3753,,,
20-2-33-15,2-21-1-76,5.2619,26.4993,1.9672,28.7109,1,1.0831,,,
6-33-37-28,15-49-28-33,7.0088,5.0945,2.5678,9.3176,1,0.2179,,,
1-48-2-33,2-20-15-48,26.5682,6.2873,4.0014,27.8925,1,0.9616,,,
49-67-93-48,76-15-8-37,4.5617,5.8554,0,10.3155,1,0.1016,,,
15-2-76-8,37-21-1-49,6.15,25.7578,0,29.2557,1,2.6521,,,
18-2-8-21,8-67-33-2,9.3027,6.0329,3.8401,11.3018,1,0.1937,,,
61-28-8-49,67-20-33-2,5.8236,5.2554,0,10.8706,1,0.2084,,,
37-2-20-8,15-20-61-18,6.2958,5.6591,1.2487,10.7016,1,0.0046,,,
15-2-33-32,37-18-2-28,6.0891,7.0372,2.0347,10.9388,1,0.1528,,,
1-32-93-67,67-48-15-28,25.1123,5.0958,1.1005,28.6172,1,0.4904,,,
28-18-33-67,21-49-33-32,5.6036,7.6043,1.0304,12.1323,1,0.0452,,,
28-61-21-20,18-21-37-76,7.9045,8.1421,4.1286,11.9465,0,-0.0285,,,
48-93-32-33,37-18-48-67,5.9745,5.937,1.9641,9.6904,1,0.257,,,
67-61-76-18,18-49-1-21,5.2776,26.7081,1.9482,29.7809,1,0.2566,,,
67-37-15-1,48-93-18-28,25.8471,6.4845,0,31.2294,1,1.1022,,,
93-2-61-18,2-37-6-67,6.2873,6.9909,2.0024,11.0088,1,0.267,,,
61-93-33-67,20-2-48-32,4.3644,6.5162,0,10.3373,1,0.5433,,,
76-61-33-28,2-28-49-76,4.8036,5.8825,2.6161,8.0799,0,-0.0099,,,
8-20-61-15,33-21-32-15,5.5608,7.5666,1.2701,11.7729,1,0.0844,,,
67-6-93-21,22-21-37-67,7.8131,7.397,5.1659,9.9411,1,0.1031,,,
32-76-22-61,20-76-67-28,5.2664,4.9226,1.0511,9.0467,1,0.0912,,,
22-18-33-20,8-22-33-28,5.325,5.5252,2.1321,8.7042,1,0.0139,,,
28-67-18-76,6-22-32-21,5.6372,8.0065,0,13.5324,1,0.1113,,,
15-28-33-22,6-2-61-28,4.9423,7.3828,1.5378,10.6818,1,0.1055,,,
20-8-67-76,48-8-22-2,5.2739,6.8939,1.8568,9.2828,1,1.0282,,,
76-18-49-93,21-49-61-8,5.2724,8.016,1.2408,12.0372,1,0.0104,,,
61-22-8-18,15-8-2-49,6.1017,6.2829,1.8435,10.6071,0,-0.066,,,
8-49-22-93,2-28-61-18,5.2251,6.7564,0,11.8673,1,0.1142,,,
32-21-67-93,37-61-33-49,7.4846,5.1685,0,11.8621,1,0.791,,,
61-49-37-48,76-93-15-33,6.1516,4.4042,0,10.3512,1,0.2046,,,
22-1-28-33,61-32-76-6,26.275,6.6268,0,29.4666,1,3.4352,,,
22-18-8-32,67-33-21-32,6.7926,7.5251,1.9758,12.1732,1,0.1687,,,
32-18-21-49,20-67-93-33,8.6124,4.4006,0,12.8039,1,0.2091,,,
37-67-15-2,2-49-61-76,5.9929,5.5112,2.0709,9.3288,1,0.1044,,,
2-22-93-76,33-22-67-2,5.2345,5.2324,3.123,7.2757,1,0.0682,,,
6-15-37-28,49-20-76-28,7.3324,5.0888,1.5423,10.5649,1,0.314,,,
32-15-49-37,32-67-18-28,5.9569,6.4402,1.9676,10.4835,0,-0.054,,,
67-93-76-49,49-48-18-22,4.4199,6.2555,1.2403,8.6673,1,0.7678,,,
32-76-18-33,2-49-48-28,5.9388,6.7267,0,12.505,1,0.1605,,,
32-33-28-8,15-20-1-61,6.3161,25.1056,0,28.2959,1,3.1258,,,
15-18-2-67-61,1-15-20-8-28,7.5002,25.9111,1.2703,30.8446,1,1.2964,,,
48-67-61-20-21,93-20-33-15-32,8.634,6.5236,1.2362,13.1707,1,0.7507,,,
22-21-32-18-49,76-48-2-21-8,9.5325,10.2079,4.1313,15.5775,1,0.0316,,,
15-6-21-48-61,33-28-93-32-21,9.9497,9.0904,4.2279,14.6518,1,0.1604,,,
15-49-1-22-2,93-6-49-37-48,26.257,8.5675,1.2373,30.9942,1,2.593,,,
20-61-37-18-15,21-20-22-33-18,7.3113,9.3146,3.1846,12.7342,1,0.7071,,,
15-49-76-61-21,61-76-6-93-49,8.5272,7.508,3.468,11.0808,1,1.4864,,,
37-76-2-21-6,76-15-6-48-28,9.1904,9.1721,4.3617,13.8258,1,0.175,,,
21-93-48-76-67,21-48-32-2-8,8.5293,10.5378,5.9515,12.7682,1,0.3474,,,
15-2-76-48-6,21-33-28-61-22,8.9983,8.7872,0,15.8338,1,1.9517,,,
28-67-48-21-49,6-48-8-93-20,9.0419,9.0787,1.9609,14.5133,1,1.6464,,,
33-2-93-67-18,37-33-67-20-28,7.1505,6.5533,2.1366,11.1421,1,0.4251,,,
22-76-33-15-8,76-18-2-28-8,6.3092,8.45,2.9156,11.832,1,0.0116,,,
15-33-1-2-93,33-20-18-6-37,26.8171,8.6794,1.0324,30.9078,1,3.5563,,,
8-33-76-32-28,8-67-49-76-20,7.3834,6.4678,2.9327,10.8792,1,0.0393,,,
21-32-1-2-18,67-15-49-6-61,27.6813,7.7752,0,32.0016,1,3.4549,,,
61-1-8-28-49,8-67-37-33-76,25.9254,6.7001,1.8486,29.9353,1,0.8416,,,
2-8-32-18-21,93-48-21-61-15,10.4714,9.3769,4.0502,15.764,1,0.0341,,,
33-48-8-49-93,61-22-15-18-8,7.124,7.3778,1.8479,12.6342,1,0.0197,,,
37-93-20-8-33,20-37-8-61-67,6.7979,7.086,4.7072,9.0595,1,0.1172,,,
1-93-8-37-49,37-15-67-1-6,25.5055,26.7782,23.7544,28.5691,0,-0.0398,,,
18-22-93-21-2,32-2-22-15-49,9.5222,7.3227,3.1585,13.1758,1,0.5106,,,
33-37-6-49-48,33-18-6-8-21,8.63,10.2284,4.442,14.4323,0,-0.0159,,,
18-28-49-93-8,1-8-76-67-6,7.5989,26.1619,1.8326,30.7861,1,1.1421,,,
18-61-15-37-21,8-33-1-37-67,9.4085,26.2587,1.6855,31.945,1,2.0367,,,
32-61-28-67-21,2-61-15-32-67,9.1796,7.331,4.234,11.8837,1,0.3929,,,
21-49-1-32-48,21-20-67-93-33,26.831,8.4234,3.9905,29.4556,1,1.8083,,,
8-48-18-28-1,2-32-49-15-22,28.3909,7.3316,0,32.1346,1,3.5879,,,
76-37-48-67-21,67-28-20-6-49,8.5009,8.2136,1.1048,13.788,1,1.8217,,,
1-28-93-61-20,18-15-20-67-28,26.3951,7.0495,2.7764,30.4893,1,0.1789,,,
28-1-49-33-93,32-6-67-20-18,26.4908,9.0174,0,30.9228,1,4.5854,,,
32-20-15-67-37,76-28-22-1-93,7.0419,27.2787,0,30.9041,1,3.4165,,,
33-2-93-1-18,28-1-8-2-15,27.7355,26.695,23.8304,30.6237,0,-0.0236,,,
28-20-2-76-93,22-28-67-2-93,6.6674,6.7683,4.6001,8.8893,0,-0.0537,,,
8-18-49-6-32,37-61-20-22-18,9.4593,7.1367,1.9488,13.8197,1,0.8275,,,
32-21-61-49-6,6-28-21-18-67,9.0281,10.1911,5.7442,13.5291,0,-0.0541,,,
2-93-49-22-76,93-48-76-37-8,6.5372,7.6169,2.0919,11.5905,1,0.4717,,,
76-93-22-18-61,33-49-15-48-21,6.3047,9.4622,0,15.6156,1,0.1513,,,
67-28-49-37-8,28-22-32-20-6,7.3556,8.4366,1.5267,13.3656,1,0.8999,,,
76-61-32-48-2,21-18-49-67-1,8.0233,27.7732,0,32.0682,1,3.7283,,,
67-2-49-37-28,37-48-20-28-6,7.3496,9.0667,3.2864,11.7626,1,1.3673,,,
28-1-22-2-61,33-48-18-21-61,27.2904,10.18,1.1839,33.6249,1,2.6616,,,
18-67-48-15-8,22-33-48-32-61,7.3768,7.1634,1.9757,12.5095,1,0.055,,,
18-15-1-8-20,21-2-15-33-48,26.4477,9.7188,1.2771,31.9668,1,2.9226,,,
6-49-15-33-32,1-15-6-48-93,8.0802,27.6107,4.5107,29.2356,1,1.9446,,,
20-93-21-18-32,21-32-48-67-20,9.5211,8.8266,6.6322,11.924,0,-0.2085,,,
76-67-61-22-28,67-18-20-48-6,5.9573,8.7827,1.1014,13.3898,1,0.2488,,,
49-33-37-32-15,8-76-28-20-1,6.9194,25.9025,0,29.5379,1,3.284,,,
18-21-33-2-28,6-18-32-2-21,10.0111,10.1985,7.5285,12.8661,0,-0.185,,,
49-76-93-2-8,22-20-21-76-18,7.1681,9.305,1.0709,14.3236,1,1.0786,,,
1-93-37-2-20,76-61-21-32-2,25.9693,9.1368,2.0335,30.0485,1,3.0241,,,
8-22-1-28-93,48-8-37-6-22,26.7009,9.1966,2.9426,30.4002,1,2.5547,,,
32-61-8-22-1,67-22-37-21-76,25.6986,8.386,1.1003,30.3017,1,2.6826,,,
15-21-93-76-32,49-76-28-61-18,8.6506,6.9357,1.0559,14.5522,0,-0.0218,,,
32-18-2-28-67,28-18-15-61-76,8.413,6.9782,3.492,11.8428,1,0.0564,,,
93-49-6-15-20,18-76-8-33-93,7.7779,6.9226,1.0329,13.6896,0,-0.022,,,
1-32-37-49-8,28-8-93-22-67,24.8656,6.5897,1.8458,29.3547,1,0.2548,,,
22-49-20-18-6,93-2-1-48-49,8.7906,26.874,1.2452,31.0148,1,3.4046,,,
15-33-49-37-6,37-32-76-2-1,7.979,26.0919,1.6185,29.3991,1,3.0533,,,
48-67-20-1-37,48-93-61-18-49,26.0813,7.3746,1.9742,30.3964,1,1.0853,,,
48-1-61-32-8,8-6-15-67-33,26.3658,8.3231,1.8499,29.5807,1,3.2583,,,
15-33-61-21-18,18-67-2-21-61,9.3641,9.9107,7.1987,12.1962,0,-0.1201,,,
15-33-37-32-48,18-76-22-6-33,7.7429,8.3722,1.0329,13.9758,1,1.1064,,,
48-8-15-33-76,28-15-6-20-76,7.1656,8.2247,2.3234,12.8818,1,0.1851,,,
76-2-33-15-18,49-1-48-20-32,7.4029,25.4762,0,31.4234,1,1.4557,,,
22-6-32-67-21,21-6-37-67-2,9.0765,9.0735,6.6961,11.4055,1,0.0484,,,
6-48-8-37-15,67-20-22-76-15,9.2879,5.7882,1.2742,12.9766,1,0.8253,,,
32-1-33-18-8,15-67-48-93-61,26.5132,5.8011,0,31.6691,1,0.6452,,,
33-37-28-76-20,61-15-1-49-22,6.6717,26.3345,0,30.9351,1,2.0711,,,
48-18-20-1-76,20-28-32-22-33,27.8262,6.8879,1.2329,31.6104,1,1.8708,,,
2-32-6-28-1,48-33-32-20-8,26.3451,7.8934,1.9712,29.842,1,2.4253,,,
22-76-37-49-8,21-22-93-28-49,6.8627,8.8397,2.3369,12.7175,1,0.648,,,
93-1-20-37-18,8-49-76-2-18,26.9988,8.0939,1.9489,29.6808,1,3.463,,,
67-28-18-49-76,18-2-15-49-21,6.8871,10.0016,3.1924,13.4647,1,0.2316,,,
8-18-33-76-32,37-28-67-8-15,7.7595,7.3571,1.8537,13.1875,1,0.0754,,,
22-6-21-18-61,93-18-8-33-49,9.6681,7.1049,1.9553,14.4483,1,0.3694,,,
67-15-2-32-61,6-32-18-21-2,7.3702,10.1591,3.8949,13.5457,1,0.0887,,,
67-32-61-1-18,33-48-61-28-2,27.0916,7.8104,1.2213,31.4857,1,2.195,,,
6-20-8-28-76,20-1-15-48-61,8.7394,27.0125,1.2386,30.6202,1,3.8931,,,
37-93-8-20-2,20-61-49-28-2,7.381,6.966,3.0016,11.2523,1,0.0931,,,
22-33-8-76-15,2-6-28-61-8,6.3064,8.9449,1.8479,13.4433,0,-0.0399,,,
76-37-18-6-21,8-22-37-2-33,9.6107,7.5379,1.765,14.7784,1,0.6052,,,
61-6-67-32-33,33-6-48-2-32,7.8702,8.9283,5.7657,10.3898,1,0.643,,,
21-15-1-37-6,76-28-37-1-32,27.4632,26.434,23.7772,30.1085,1,0.0115,,,
15-1-67-48-28,28-21-2-18-20,27.2993,10.0145,1.5368,32.1011,1,3.6759,,,
18-2-20-21-48,61-32-37-67-76,10.4557,6.7773,0,15.2269,1,2.0061,,,
1-18-33-49-32,1-8-2-67-76,26.3095,26.2453,22.778,29.8205,0,-0.0437,,,
28-93-2-49-22,93-28-18-61-76,6.8944,6.7713,2.5664,11.1325,0,-0.0332,,,
1-15-28-76-22,21-15-22-6-18,27.3112,9.8438,2.3734,31.7996,1,2.982,,,
37-21-61-6-22,76-32-33-22-49,8.772,6.3522,1.1011,13.1157,1,0.9074,,,
15-48-37-2-18,18-20-15-32-61,8.7939,7.5503,3.215,12.3841,1,0.7451,,,
2-20-37-28-15,21-18-28-49-76,7.2304,9.645,1.5378,14.3885,1,0.9491,,,
32-33-49-8-67,37-61-76-1-49,7.0859,26.0958,1.24,28.9252,1,3.0165,,,
61-93-20-1-21,22-1-48-37-15,26.7926,27.8401,22.7834,31.6737,1,0.1756,,,
18-8-20-32-22,15-8-93-76-48,8.001,7.1668,1.8515,13.2775,1,0.0388,,,
6-48-61-2-49,28-61-33-76-37,8.9128,6.4356,1.1993,13.5173,1,0.6318,,,
49-8-6-1-32,28-32-6-8-20,24.8177,9.0647,6.2884,26.392,1,1.202,,,
37-21-22-8-48,61-93-76-8-18,9.9147,7.0706,1.8539,14.9892,1,0.1422,,,
15-22-1-2-93,21-67-20-76-37,26.9752,8.5443,0,31.8072,1,3.7123,,,
37-33-20-2-21,93-2-37-18-22,8.6956,7.5537,3.483,12.6228,1,0.1435,,,
67-93-76-49-37,48-33-18-67-76,6.0811,6.3627,2.1724,10.301,0,-0.0296,,,
1-32-49-28-61,76-20-18-49-8,25.7664,7.3462,1.2296,29.4687,1,2.4143,,,
20-8-32-37-33,48-18-22-93-49,7.3519,7.295,0,14.6851,0,-0.0382,,,
20-49-15-37-28,33-8-6-18-37,6.9682,9.1688,1.6601,14.2848,1,0.1921,,,
48-37-28-20-2,8-49-15-76-22,7.9486,6.5217,0,14.3687,1,0.1016,,,
48-6-21-2-20,28-2-37-1-48,10.0054,27.9604,4.0095,30.751,1,3.2053,,,
2-6-67-22-49,20-8-32-33-28,8.1506,7.4498,0,14.5894,1,1.011,,,
49-67-28-8-37,33-37-67-76-32,7.3885,6.6789,2.7952,11.1095,1,0.1627,,,
32-6-76-18-8,1-18-2-21-33,9.2378,28.4394,1.9528,31.071,1,4.6534,,,
2-76-8-1-15,67-8-33-28-49,26.3368,6.7295,1.8589,29.9814,1,1.226,,,
28-18-37-22-49,28-2-32-15-21,7.5209,9.5501,1.5411,14.7342,1,0.7957,,,
76-37-33-22-67,21-61-1-33-49,5.9956,26.8291,1.0337,30.8636,1,0.9274,,,
28-1-49-8-37,22-18-20-37-15,25.8911,7.2505,1.6632,30.2493,1,1.2291,,,
28-22-32-18-21,93-32-2-22-15,9.8731,7.1502,3.0891,13.755,1,0.1792,,,
20-22-18-49-21,1-32-61-33-21,9.4282,26.8305,4.156,30.3204,1,1.7823,,,
28-61-6-33-20,93-32-49-8-15,8.0195,7.2383,0,14.4602,1,0.7976,,,
37-93-2-48-67,33-48-18-2-6,6.8378,9.6506,4.0185,12.253,1,0.2169,,,
22-61-33-20-37,18-21-8-93-76,6.2672,9.7062,0,15.3428,1,0.6306,,,
15-28-48-20-93,32-28-61-18-76,7.0295,7.6476,1.5481,13.0671,1,0.0619,,,
48-67-37-22-32,20-33-2-67-21,6.8007,8.5652,1.1054,13.0899,1,1.1706,,,
61-2-21-49-22,49-67-21-1-76,8.7931,26.8294,5.2354,29.8428,1,0.5443,,,
6-2-28-1-15,32-15-1-48-18,27.1724,27.9201,23.8412,31.2088,1,0.0425,,,
6-61-18-33-22,33-28-49-48-8,8.347,7.6305,1.0318,14.6741,1,0.2716,,,
93-48-49-2-61,1-37-22-33-6,7.4977,26.8273,0,31.9073,1,2.4177,,,
67-6-61-15-32,20-67-61-76-49,8.0284,5.7886,2.3099,11.268,1,0.2391,,,
32-67-1-21-20,8-21-32-15-18,25.9817,10.3319,5.3316,29.5026,1,1.4794,,,
93-2-18-32-37,20-33-67-48-8,8.1462,6.4164,0,14.0896,1,0.473,,,
32-8-76-48-21,22-49-18-8-28,10.0529,7.682,1.8489,15.6086,1,0.2774,,,
37-8-21-61-32,32-15-18-67-2,9.3525,8.1019,1.92,15.1299,1,0.4045,,,
49-2-21-8-15,67-49-28-33-76,9.6944,5.9676,1.2381,14.3464,1,0.0775,,,
33-18-20-32-15,20-76-8-37-33,7.4315,6.7968,2.2682,11.7094,1,0.2507,,,
76-8-49-20-32,48-49-1-28-18,7.2074,28.1718,1.2368,30.2614,1,3.881,,,
49-15-21-37-22,67-6-48-20-93,8.667,7.8767,0,14.6488,1,1.8949,,,
2-18-21-49-20,15-61-8-18-28,9.6571,7.8058,1.9593,15.1432,1,0.3604,,,
20-37-1-93-8,2-15-32-48-1,25.4916,26.9649,22.8214,29.6021,1,0.033,,,
33-76-67-61-2,33-93-2-1-67,6.456,26.8069,4.1488,28.842,1,0.2721,,,
37-49-28-61-2,61-37-49-6-28,7.4871,8.1928,5.6249,9.4753,1,0.5797,,,
61-37-20-18-1,8-21-15-22-20,27.0409,9.1972,1.2319,31.2048,1,3.8014,,,
21-93-28-76-32,61-33-49-20-67,9.0375,5.8202,0,14.3928,1,0.4649,,,
49-1-2-33-20,6-2-61-33-21,25.2715,8.9958,3.098,28.8634,1,2.3059,,,
18-33-93-61-2,21-2-33-67-37,7.3207,8.9147,3.0507,13.0001,1,0.1846,,,
33-76-93-1-21,67-20-1-49-28,27.4794,25.7073,22.8215,30.4531,0,-0.0879,,,
61-48-33-18-20,21-22-32-18-20,7.3714,9.7434,3.1956,13.6129,1,0.3063,,,
61-1-32-6-49,18-76-1-15-6,25.3291,27.7026,23.7033,29.3587,0,-0.0303,,,
15-20-28-8-18,49-28-61-2-21,7.8474,9.3488,1.5285,15.0813,1,0.5864,,,
37-21-6-93-20,6-28-33-32-21,8.8525,9.388,5.7763,12.6962,0,-0.232,,,
22-21-61-2-8,61-76-18-20-37,9.4581,7.0548,1.1869,14.4446,1,0.8814,,,
18-61-28-1-21,76-28-8-49-1,28.765,25.8873,24.1835,30.5844,0,-0.1156,,,
18-22-21-32-76,21-76-67-8-37,9.4586,9.1777,5.243,13.3055,1,0.0878,,,
2-8-22-33-49,22-21-67-32-49,7.1787,8.7135,2.3376,12.7469,1,0.8077,,,
1-32-67-20-61,1-76-48-61-15,25.4508,27.7107,23.8242,28.4588,1,0.8785,,,
22-93-8-15-32,32-67-22-20-1,7.1395,25.5256,3.0912,27.9856,1,1.5883,,,
37-20-32-1-49,21-18-20-37-33,24.7127,9.3896,2.9604,29.3015,1,1.8404,,,
